PurchaseOrderId,product_name,purchase_count,purchase_dummy
16138,Front Wheel Bearing,1,1
16138,Wiper Tank,1,1
16137,Front Bumper,1,1
16246,Wheel Cap,1,1
16246,Air Duct Assy - RH,1,1
16246,Rear Bumper Rail,1,1
16142,Front Brake pad,1,1
16142,Rear Brake Disc,1,1
16142,Front Stabilizer Link - LH/RH,1,1
16142,Lower Arm,1,1
16142,Balance Rod Bush,1,1
16142,Front Fog Lamp - LH,1,1
16143,Rear Bumper,1,1
16143,Rear Bumper Bracket - LH,1,1
16143,Rear Bumper Bracket - RH,1,1
16143,Rear Fender Lining - RH,1,1
16149,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16528,Gear Oil 1L,1,1
16144,Logo,1,1
16270,Mirror Assy - RH,1,1
16270,Running Board - RH,1,1
16147,Rear Bumper,1,1
16147,Rear Tail Lamp - LH,1,1
16146,Weatherstrip,1,1
16146,Front Door Outer - RH,1,1
16154,Coolant Tank,1,1
16155,Coolant Red,1,1
16151,Front Shock Absorber,1,1
16151,Rear Shock Absorber,1,1
16151,Front Strut Bush Kit,1,1
16151,Front Suspension Strut Mount,1,1
16150,Gear Shifter/Selector Cable,1,1
16185,Front Fender - LH,1,1
16193,Rear Windshield,1,1
16266,Radiator,1,1
16266,AC Condenser,1,1
16174,Rear Wheel Arch Cladding - RH,1,1
16152,Front Wheel Bearing,1,1
16153,Rear Wheel Bearing,1,1
16153,Rear Wheel Brake Cylinder,1,1
16156,Logo,1,1
16184,Front Brake pad,1,1
16200,Timing Chain,1,1
16157,Idler Arm,1,1
16157,Steering Box,1,1
16157,Belt,1,1
16157,Gear Lever Bush,1,1
16157,Front Mud Flap Set,1,1
16157,Rear Mud Flap Set,1,1
16190,Cylinder Head Gasket,1,1
16162,Front Bumper,1,1
16162,Front Fender - LH,1,1
16162,Front Bumper Bracket - LH,1,1
16162,Bumper Grill,1,1
16162,Wheel Cap,1,1
16189,Gasket,1,1
16189,Cylinder Head Cover,1,1
16165,Lower Arm - LH,1,1
16165,Front Stabilizer Link - LH,1,1
16161,Steering Assy,1,1
16164,Glow Plug,1,1
16168,Front Stabilizer Link - LH,1,1
16168,Front Shock Absorber,1,1
16233,Glass Run Rear Door,1,1
16234,Quarter Panel Glass - LH Front,1,1
16175,Mirror Lens - LH,1,1
16199,Fuel Main Hose,1,1
16166,Front Fender Lining - LH,1,1
16178,Rear Bumper,1,1
16178,Rear Bumper Bracket - LH,1,1
16178,Rear Tail Lamp - LH,1,1
16173,Hose,1,1
16172,Front Fender Lining - LH,1,1
16172,Front Fender Lining - RH,1,1
16196,Mirror Assy - RH,1,1
16203,Mirror Cap,1,1
16167,Front Fender - RH,1,1
16167,Front Fender - LH,1,1
16285,Wiper Tank,1,1
16169,Head Light Bracket - RH,1,1
16169,Head Light Bracket - LH,1,1
16171,Cap,1,1
16177,Run Front Door Glass - LH,1,1
16235,Glass Run Rear Door,1,1
16182,Clutch Master Cylinder,1,1
16183,Wheel Nut,1,1
16183,Belt,1,1
16183,Front Wheel Bearing,1,1
16179,Power Window Switch,1,1
16192,Sensor,1,1
16180,Seat Belt,1,1
16180,Front Mud Flap Set,1,1
16181,Mount,1,1
16181,Radiator Support Lower,1,1
16211,Front Brake pad,1,1
16213,Air Filter,1,1
16213,Oil Filter,1,1
16213,Front Fender - LH,1,1
16191,Front Brake pad,1,1
16212,Rear Bumper Bracket - LH,1,1
16212,AC Filter,1,1
16286,Wheel Arch Front - LH,1,1
16286,Rear Wheel Arch Cladding - LH,1,1
16286,Rear Door - LH,1,1
16304,Dicky Panel,1,1
16304,Rear Bumper,1,1
16304,Holder,2,1
16304,Rear Bumper Side - RH,1,1
16304,Rear Bumper Side - LH,1,1
16304,Rear Tail Lamp - LH,1,1
16304,Rear Tail Lamp - RH,1,1
16304,Hinge Rear Door Slide - LH,1,1
16304,Hinge Rear Door Slide - RH,1,1
16304,Panel Assy -Tail Gate Trim,1,1
16188,Bonnet Assy Release Cable,1,1
16187,Mount,1,1
16187,Radiator Support Lower,1,1
16186,AC Gas - 450G,1,1
16289,Alternator Assy,1,1
16239,Shock Absorber,1,1
16239,Head Lamp - RH,1,1
16239,Bumper Grill,1,1
16194,Front Brake pad,1,1
16194,Oil Filter,1,1
16194,Air Filter,1,1
16194,Coolant Blue,1,1
16220,Holder,1,1
16220,Front Bumper - LH,1,1
16221,Front Bumper,1,1
16197,Mirror Assy - RH,1,1
16202,Clutch Master Cylinder,1,1
16202,Clutch Kit (Disc+Pressure Plate),1,1
16202,Clutch Release Bearing,1,1
16201,Tie Rod End - LH/RH,1,1
16216,Clutch Kit (Disc+Pressure Plate),1,1
16216,Air Filter,1,1
16216,Rear Propellor Shaft,1,1
16277,Mirror Assy - LH,1,1
16198,Petrol Pipe,1,1
16204,Rear Shock Absorber,1,1
16249,Radiator Fan Motor,1,1
16249,Accelerator Cable,1,1
16206,Wiper Blade 16,1,1
16206,Wiper Blade 18,1,1
16206,Wiper Blade 19,1,1
16206,Wiper Blade 20,1,1
16206,Wiper Blade 21,1,1
16206,Wiper Blade 24,1,1
16206,Wiper Blade 22,1,1
16206,Coolant Green,1,1
16247,Mirror Lens - LH,1,1
16207,Front Power Window Regulator - RH,1,1
16208,Fender Liner Clip,1,1
16209,Horn,1,1
16214,Wiper Blade 21,1,1
16214,Wiper Blade 12,1,1
16281,Rear Door - RH,1,1
16225,Fog Lamp Cover - RH,1,1
16225,Garnish Fog Lamp Assy Bezel - RH,1,1
16219,Engine Control Module [ECM],1,1
16222,Door Window Regulator,1,1
16222,Run Front Door Glass - RH,1,1
16218,Relay,1,1
16223,Fuel Lid Opener,1,1
16217,Front Fender Lining - RH,1,1
16217,Fender Liner Clip,1,1
16232,Fender Liner Clip,1,1
16215,Front Fender Lining - LH,1,1
16215,Rear Bumper Bracket - LH,1,1
16215,Quarter Panel Rear - RH,1,1
16215,Fender Liner Clip,1,1
16365,Steering Assy,1,1
16365,Front Shock Absorber,1,1
16365,Balance Rod,1,1
16365,Balance Rod Bush,1,1
16365,Lower Arm,1,1
16365,Oil Sump Packing,1,1
16261,Rear Bumper Rail,1,1
16261,Rear Bumper Bracket - LH,1,1
16331,Cylinder Head Gasket,1,1
16226,Front Suspension Strut Mount,1,1
16229,Silencer,1,1
16227,Oil Seal,1,1
16228,Horn,1,1
16231,Engine Oil - 5W30,1,1
16230,Thermostat Housing,1,1
16237,Rear Wiper Blade With Arm,1,1
16244,Side Mirror Indicator - RH,1,1
16245,Indicator Assly,1,1
16248,Balance Rod Bush,1,1
16248,Front Stabilizer Link Set,1,1
16248,Tie Rod End Set,1,1
16248,Ball Joint Set,1,1
16248,Front Control Arm Bush Kit,1,1
16248,Caliper,1,1
16248,Lower Ball Joint - LH,1,1
16248,Lower Ball Joint - RH,1,1
16248,Air Filter,1,1
16248,Oil Filter,1,1
16248,Front Brake pad,1,1
16241,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16251,Engine Oil - Taxi Special - 5W30 (209L),1,1
16240,Seat Belt,1,1
16236,Front Shock Absorber,1,1
16236,Rear Tail Lamp - RH,1,1
16250,Rear Tail Lamp - RH,1,1
16875,Inner Door Handle,1,1
16243,Clutch Kit (Disc+Pressure Plate),1,1
16243,Clutch Release Bearing,1,1
16242,Silencer,1,1
16252,Steering Box,1,1
16262,Radiator Fan Motor,1,1
16264,Front Brake pad,1,1
16264,Front Brake Disc,1,1
16255,Clutch Kit (Disc+Pressure Plate),1,1
16255,Clutch Cable,1,1
16255,Clutch Release Bearing,1,1
16256,Clutch Kit (Disc+Pressure Plate),1,1
16256,Clutch Release Bearing,1,1
16254,Clutch Kit (Disc+Pressure Plate),1,1
16254,Clutch Cable,1,1
16254,Clutch Release Bearing,1,1
16257,Outer Door Handle - RH,1,1
16258,Dicky Shocks,1,1
16260,Clutch Release Bearing,1,1
16260,Clutch Kit (Disc+Pressure Plate),1,1
16259,Oil Filter,1,1
16278,Brake Booster And Tandem Master Cylinder,1,1
16349,Brake Master Cylinder,1,1
16267,Lower Arm,1,1
16267,Front Stabilizer Link Set,1,1
16267,Front Suspension Strut Mount,1,1
16267,Front Suspension Strut Bush Kit,1,1
16267,Ball Joint,1,1
16267,Tie Rod End,1,1
16265,Rear Bumper,1,1
16265,Rear Bumper Bracket - LH,1,1
16265,Rear Bumper Bracket - RH,1,1
16263,Front Fender - LH,1,1
16263,Head Lamp - LH,1,1
16263,Moulding,1,1
16273,Front Bumper,1,1
16273,Holder,2,1
16273,Front Bumper - RH,1,1
16273,Front Bumper - LH,1,1
16290,Front Bumper,1,1
16290,Front Bumper Bracket - RH,1,1
16290,Head Lamp - RH,1,1
16268,Clutch Kit (Disc+Pressure Plate),1,1
16268,Clutch Release Bearing,1,1
16269,Member Front Side - LH,1,1
16269,Member Front Side - RH,1,1
16269,Cross Member,1,1
16271,Head Lamp - RH,1,1
16271,Head Lamp - LH,1,1
16272,Sash Comp Rear Door - LH,1,1
16274,Rear Door - LH,1,1
16274,Rear Outer Door Handle - LH,1,1
16274,Door Beeding,1,1
16275,Front Brake Disc,1,1
16275,Front Brake pad,1,1
16275,Steering Box,1,1
16275,Lower Arm,1,1
16275,Air Filter,1,1
16275,Fender Lining,1,1
16276,Interior Rear View Mirror,1,1
16315,Front Bumper Lower Grill,1,1
16288,Power Window Switch,1,1
16279,Power Window Switch,1,1
16319,Air Filter,1,1
16282,Engine Oil - 5W30,1,1
16291,Power Window Switch,1,1
16295,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16280,Steering Box,1,1
16442,Hand Brake Lever,1,1
16442,Gear Leaver Knob,1,1
16284,Front Drive Shaft - RH,1,1
16283,Front Bumper,1,1
16296,Switch Assy,1,1
16296,Control,1,1
16287,Mirror Assy - RH,1,1
16300,Rear Bumper,1,1
16300,Rear Bumper Bracket - LH,1,1
16300,Rear Tail Lamp - LH,1,1
16320,Window Regulator Without Motor,1,1
16302,Engine Oil - HX6 - 5W30 (209L),1,1
16294,Front Fog Lamp Cover,1,1
16323,Clip,1,1
16337,Mirror Lens - LH,1,1
16405,Mirror Cap - LH,1,1
16313,Speedometer Assy,1,1
16306,Sensor,1,1
16297,Thermostat Housing,1,1
16297,Air Filter,1,1
16346,Rear Bumper,1,1
16292,Front Brake Disc,1,1
16298,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16299,Clutch Cable,1,1
16301,Air Filter Assy,1,1
16301,Volve Door Packing,1,1
16301,Spark Plug Set Of 4,1,1
16301,Door Beeding,1,1
16301,Front Glass Channel,1,1
16301,Air Filter,1,1
16301,Oil Filter,1,1
16314,Front Bumper Upper Grill,1,1
16314,Front Bumper Lower Grill,1,1
16324,Tyre,1,1
16308,Timing Kit,1,1
16311,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16303,Mirror Assy - RH,1,1
16303,Moulding,1,1
16309,Front Shock Absorber,1,1
16310,Front Suspension Strut Mount - LH,1,1
16310,Front Suspension Strut Mount - RH,1,1
16310,Front Stabilizer Link - LH/RH,1,1
16310,Lower Arm - LH,1,1
16310,Lower Arm - RH,1,1
16310,Brake Shoe,1,1
16466,Transmission Oil,1,1
16316,Power Steering Motor Assy,1,1
16312,Mirror Assy - RH,1,1
16347,Windshield Beeding,1,1
16307,Gear Shift Control Lever,1,1
16321,Lower Arm,1,1
16321,Ball Joint,1,1
16321,Dicky Shocks,1,1
16335,Bonnet Hinge Assy - LH,1,1
16335,Bonnet Hinge Assy - RH,1,1
16335,Front Glass Bottom Channel,1,1
16335,Rear Power Window Regulator - RH,1,1
16335,Rear Glass Channel - RH,1,1
16335,Lock,1,1
16336,Bonnet Hinge Assy - LH,1,1
16336,Bonnet Hinge Assy - RH,1,1
16336,Front Glass Bottom Channel,1,1
16336,Rear Power Window Regulator - RH,1,1
16336,Rear Glass Channel - RH,1,1
16336,Lock,1,1
16406,Hood Latch,1,1
16406,Door Hinge - LH,1,1
16317,Clutch Kit (Disc+Pressure Plate),1,1
16317,Clutch Release Bearing,1,1
16317,Clutch Cable,1,1
16491,Clutch Kit (Disc+Pressure Plate),1,1
16491,Clutch Release Bearing,1,1
16513,Shock Absorber Strut,1,1
16513,Lower Arm Set,1,1
16513,Front Stabilizer Link - LH/RH,1,1
16513,Ball Joint Set,1,1
16513,Stabilizer Rod Bush Kit,1,1
16737,Head Lamp - RH,1,1
16737,Head Lamp - LH,1,1
16737,Rear Tail Lamp - LH/RH,1,1
16318,Rear Bumper Bracket - LH,1,1
16318,Rear Bumper Bracket - RH,1,1
16356,Alternator Belt,1,1
16326,Engine Oil - HX6 - 5W30 (209L),1,1
16322,Lower Arm,1,1
16407,Front Door - RH,1,1
16325,Engine Oil - Taxi Special - 5W30 (209L),1,1
16333,Front Shock Absorber,1,1
16327,Engine Oil - Taxi Special - 5W30 (209L),1,1
16328,Axle Seal,1,1
16388,Coolant Tank,1,1
16329,Front Brake pad,1,1
16363,Front Outer Door Handle - RH,1,1
16363,Rear Outer Door Handle - LH,1,1
16341,Fuel Injector Controller,1,1
16385,Front Bumper,1,1
16332,Radiator Fan Motor,1,1
16330,Front Shock Absorber,1,1
16330,Rear Shock Absorber,1,1
16330,Front Stabilizer Link - LH/RH,1,1
16334,Air Filter,1,1
16563,Washer,1,1
16383,Rear Bumper,1,1
16383,Front Fender - RH,1,1
16339,Clutch Kit (Disc+Pressure Plate),1,1
16340,Clutch Release Bearing,1,1
16338,Mirror Lens - RH,1,1
16345,Front Suspension Strut - RH,1,1
16345,Rear Suspension Strut,1,1
16345,Front Suspension Strut - LH,1,1
16345,Front Suspension Strut Mount - LH,1,1
16345,Front Suspension Strut Mount - RH,1,1
16342,Throttle Body & Carburettor Cleaner - 100ml,1,1
16372,Silencer,1,1
16703,Rear Bumper,1,1
16703,Dicky Panel,1,1
16344,Rear Shock Absorber,1,1
16344,Front Fender Lining - RH,1,1
16344,Front Fender Lining - LH,1,1
16344,Fender Liner Clip,1,1
16343,AC Condenser,1,1
16373,Lower Arm,1,1
16373,Rear Stabilizer Link Set,1,1
16373,Window Regulator With Motor,1,1
16352,Front Stabilizer Link - LH/RH,1,1
16352,Rear Shock Absorber,1,1
16353,Air Filter,1,1
16354,Dashboard,1,1
16350,Air Filter,1,1
16367,Cap,1,1
16348,Air Filter,1,1
16351,Oil Filter,1,1
16351,Air Filter,1,1
16351,AC Filter,1,1
16351,Front Brake pad,1,1
16360,Wheel Cap,1,1
16360,Rear Tail Lamp - RH,1,1
16357,Crankshaft Sensor,1,1
16374,Sensor,1,1
16404,Tensioner Bearing,1,1
16404,Timing Kit,1,1
16355,Mud Flap Set,1,1
16368,Fog Lamp Set,1,1
16359,Towing cap,1,1
16408,Bonnet Assy,1,1
16408,Bonnet Hinge Assy - LH,1,1
16408,Bonnet Hinge Assy - RH,1,1
16408,Head Lamp - LH,1,1
16408,Head Lamp - RH,1,1
16408,Panel,1,1
16408,Valance,1,1
16361,Power Steering Motor Assy,1,1
16422,Rear Shock Absorber,1,1
16358,Garnish Rear Quarter - RH,1,1
16364,Front Brake pad,1,1
16364,Front Brake Disc,1,1
16362,Rear Outer Door Handle - LH,1,1
16366,Lower Ball Joint - LH,1,1
16366,Lower Ball Joint - RH,1,1
16366,Balance Rod Bush,1,1
16366,Shock Absorber Strut Kit,1,1
16366,Suspension Strut Mounting,1,1
16366,Front Suspension Strut - RH,1,1
16366,Front Suspension Strut - LH,1,1
16366,Front Stabilizer Link Set,1,1
16369,Front Shock Absorber,1,1
16369,Shock Absorber Strut Kit,1,1
16369,Shock Absorber Mount,1,1
16370,Oil Filter,1,1
16371,Clutch Kit (Disc+Pressure Plate),1,1
16371,Clutch Release Bearing,1,1
16371,Front Bumper Lower Grill,1,1
16375,Front Brake Disc,1,1
16375,Front Brake pad,1,1
16375,Oil Filter,1,1
16375,Air Filter,1,1
16375,Front Wheel Bearing,1,1
16375,Rear Axle,1,1
16375,Volve Door Packing,1,1
16375,Spark Plug Set Of 4,1,1
16377,Rear Tail Lamp - LH,1,1
16380,Rear Bumper,1,1
16379,Front Fog Lamp - RH,1,1
16379,Front Fender Lining - RH,1,1
16379,Front Bumper,1,1
16379,Fender Liner Clip,1,1
16389,Splash Guard Front Bumper,1,1
16378,Steering Assy,1,1
16376,Wiper Blade 22,1,1
16376,Wiper Blade 24,1,1
16376,Wiper Blade 16,1,1
16376,Wiper Blade 14,1,1
16376,Wiper Blade 12,1,1
16386,Caliper Pin,1,1
16472,Key,1,1
16381,Rear Windshield,1,1
16382,Clutch Kit (Disc+Pressure Plate),1,1
16382,Clutch Release Bearing,1,1
16523,Front Fender Protector - RH,1,1
16523,Front Fender Protector - LH,1,1
16387,AC Filter,1,1
16387,Oil Filter,1,1
16387,Air Filter,1,1
16387,Front Fender Lining - RH,1,1
16387,Bulb,1,1
16384,Mirror Assy - RH,1,1
16391,Ignition Coil,1,1
16390,Moulding Assy -Side Sill,1,1
16399,Regulator Assy Front Window - LH,1,1
16399,Hand Brake Cable,1,1
16394,Brake Light Switch,1,1
16392,Weatherstrip,5,1
16392,Front Door Outer - RH,1,1
16392,Front Door Outer - LH,1,1
16392,Rear Door Outer - RH,1,1
16392,Rear Door Outer - LH,1,1
16392,Front Door Inner - RH,1,1
16451,Head Lamp - RH,1,1
16451,Head Lamp - LH,1,1
16451,Front Fender Lining - LH,1,1
16451,Mirror Assy - LH,1,1
16451,Mirror Assy - RH,1,1
16400,Oil Filter,1,1
16400,Front Wheel Bearing,1,1
16400,Rear Wheel Bearing,1,1
16400,Wiper Nozzle,1,1
16400,Rear Brake Pad,1,1
16430,Rear Window Regulator Manual - LH,1,1
16397,Rear Tail Lamp - RH,1,1
16395,Seal,1,1
16395,Diff Side Oil - RH,1,1
16393,Door Beeding,1,1
16605,Radiator,1,1
16605,Front Bumper Lower Grill,1,1
16605,Fender Indicator - RH,1,1
16605,Front Wheel Arch Cladding - RH,1,1
16401,AC Filter,1,1
16401,Oil Filter,1,1
16401,Air Filter,1,1
16410,Outer Door Handle - LH,1,1
16453,Front Fender Lining - RH,1,1
16453,Front Fender Lining - LH,1,1
16453,Front Bumper Center Grill,1,1
16453,Front Bumper Lower Grill,1,1
16453,Splash Guard Front Bumper,1,1
16453,Gear Lever Boot,1,1
16453,Hood Pad Insulating,1,1
16453,Cap,1,1
16453,Mirro Switch Assy,1,1
16453,Ac Vent,1,1
16454,Wiper Blade 19,1,1
16454,Wiper Blade 16,1,1
16455,Wiper Blade 19,1,1
16455,Wiper Blade 16,1,1
16402,Front Fender Lining - RH,1,1
16419,Fog Lamp Cover - LH,1,1
16424,Battery,1,1
16403,Belt,1,1
16688,Centre Ac Vent,1,1
16412,Oil Filter,1,1
16409,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16411,Engine Oil - HX6 - 5W30 (209L),1,1
16414,Coolant Green,1,1
16414,Coolant Red,1,1
16413,Spark Plug,1,1
16417,Head Lamp - RH,1,1
16417,Antenna,1,1
16439,Front Wheel Arch Cladding - RH,1,1
16439,Front Wheel Arch Cladding - LH,1,1
16436,Air Bag,1,1
16436,Head Lining Roof,1,1
16415,Front Bumper,1,1
16415,Front Fog Lamp - LH,1,1
16415,Fog Lamp Cover - LH,1,1
16415,Front Fender Lining - LH,1,1
16415,Rear Glass Bottom Channel,1,1
16416,Front Drive Shaft - LH,1,1
16418,Rear Bumper,1,1
16423,Rear Tail Lamp - RH,1,1
16440,Hood Lock,1,1
16420,Front Suspension Strut - LH,1,1
16421,Radiator,1,1
16426,Clutch Cable,1,1
16427,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16428,Dicky Shocks,1,1
16425,Clutch Kit (Disc+Pressure Plate),1,1
16425,Clutch Release Bearing,1,1
16585,Brake Light Switch,1,1
16495,Rear Wheel Arch Cladding - LH,1,1
16495,Rear Door - LH,1,1
16429,Interior Rear View Mirror,1,1
16433,O2 Sensor,1,1
16433,Exhaust Manifold Gasket,1,1
16432,AC Filter,1,1
16431,Rear Bumper,1,1
16431,Rear Windshield,1,1
16435,Engine Oil - Taxi Special - 5W30 (3.5L),1,1
16437,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16437,Oil Filter,1,1
16437,Air Filter,1,1
16434,Mirror Assy - LH,1,1
16441,Fender Liner Clip,1,1
16441,Front Fender Lining - LH,1,1
16441,Front Fender Lining - RH,1,1
16438,Rear Bumper,1,1
16443,Upper Arm,1,1
16526,Ignition Switch,1,1
16452,Pipe,1,1
16469,Front Wheel Arch Cladding - LH,1,1
16553,Caliper Pin,1,1
16554,Caliper Pin,1,1
16555,Caliper Pin,1,1
16444,Oil Filter,1,1
16446,Rear Bumper,1,1
16446,Rear Bumper Bracket - LH,1,1
16446,Rear Tail Lamp - LH,1,1
16694,Water Temperature Sensor,1,1
16694,Cooling Fan Pulley,1,1
16694,Inlet Separator Hose,1,1
16508,Radiator Upper Grille,1,1
16508,Quarter Panel Rear - RH,1,1
16508,Rear Door - RH,1,1
16508,Rear Bumper,1,1
16508,Rear Bumper Bracket - RH,1,1
16508,Front Bumper,1,1
16508,Front Bumper Bracket - LH,1,1
16508,Front Bumper Bracket - RH,1,1
16508,Front Fender - LH,1,1
16509,Radiator Upper Grille,1,1
16509,Quarter Panel Rear - RH,1,1
16509,Rear Door - RH,1,1
16509,Rear Bumper,1,1
16509,Rear Bumper Bracket - RH,1,1
16509,Front Bumper,1,1
16509,Front Bumper Bracket - LH,1,1
16509,Front Bumper Bracket - RH,1,1
16509,Front Fender - LH,1,1
16445,Dicky Shocks,1,1
16447,Wiper Blade 16,1,1
16447,Coolant Red,1,1
16448,Front Bumper Upper Grill,1,1
16450,Oil Filter,1,1
16450,Air Filter,1,1
16450,AC Filter,1,1
16449,Oil Filter,1,1
16457,Headlight Bulb,1,1
16479,Dicky Shocks,1,1
16479,Weatherstrip,1,1
16479,Front Door Outer - RH,1,1
16573,Oxygen Sensor,1,1
16463,Front Bumper,1,1
16463,Head Lamp - LH,1,1
16463,Front Bumper Bracket - LH,1,1
16463,Front Bumper Bracket - RH,1,1
16463,Front Fender - LH,1,1
16463,Front Fender Lining - LH,1,1
16463,Fog Lamp Cover - LH,1,1
16463,Engine Cover,1,1
16463,Front Stabilizer Link - LH,1,1
16463,Lower Arm - LH,1,1
16456,Rear Brake Shoe Set,1,1
16465,Belt,1,1
16458,Lower Control Arm Bush,1,1
16458,Front Stabilizer Link - LH/RH,1,1
16458,Front Brake pad,1,1
16471,Front Windshield,1,1
16471,Windshield Beeding,1,1
16645,Indicator Front - RH,1,1
16459,Front Brake pad,1,1
16459,AC Filter,1,1
16459,Air Filter,1,1
16459,Oil Filter,1,1
16461,Balance Rod Bush,1,1
16461,Engine Mounting Pad - C,1,1
16460,AC Gas - 450G,1,1
16464,Steering Box,1,1
16504,Clip,1,1
16504,Front Fender Lining - RH,1,1
16504,Front Bumper,1,1
16492,Engine Compartment Wiring Harness,1,1
16492,Mirror Assy - LH,1,1
16492,Cover Rear Window Lock - RH,1,1
16492,Cover Rear Window Lock - LH,1,1
16462,Front Brake pad,1,1
16498,Front Bumper,1,1
16498,Towing cap,1,1
16498,Head Lamp - RH,1,1
16498,Bonnet Assy,1,1
16498,Front Fender - RH,1,1
16498,Holder,1,1
16498,Front Bumper - RH,1,1
16478,Head Lining Roof,1,1
16485,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16485,Clutch Master Cylinder,1,1
16485,Clutch Slave Cylinder,1,1
16539,Front Bumper,1,1
16615,Holder,1,1
16615,Front Bumper - LH,1,1
16468,Air Filter,1,1
16468,Front Fender Lining - LH,1,1
16507,Monogram Set,1,1
16507,Connector/Coolant Flange - Water Inlet,1,1
16476,Weatherstrip,2,1
16476,Front Door Outer - RH,1,1
16476,Front Door Inner - RH,1,1
16476,Mirror Assy - RH,1,1
16476,Front Fender - RH,1,1
16476,Front Bumper,1,1
16556,Front Door - RH,1,1
16477,Door Beeding,1,1
16475,Rear Bumper,1,1
16474,Front Bumper,1,1
16494,Front Windshield,1,1
16467,Air Filter,1,1
16473,Rear Bumper,1,1
16470,Rear Shock Absorber,1,1
16490,Clutch Kit (Disc+Pressure Plate),1,1
16490,Clutch Release Bearing,1,1
16481,Oil Filter,1,1
16481,AC Filter,1,1
16481,Air Filter,1,1
16482,Rear Shock Absorber,1,1
16483,Rear Suspension Bush Kit,1,1
16486,Lower Arm Set,1,1
16486,Front Stabilizer Link - LH/RH,1,1
16521,Radiator Fan Assy,1,1
16488,Rear Bumper,1,1
16488,Rear Bumper Bracket - LH,1,1
16488,Rear Bumper Bracket - RH,1,1
16488,Front Bumper Bracket - RH,1,1
16487,Steering Box,1,1
16484,Gear Box Beeding,1,1
16480,Front Wheel Bearing,1,1
16489,Brake Shoe,1,1
16627,Air Filter,1,1
16627,Oil Filter,1,1
16627,V Belt,1,1
16493,Rear Brake Shoe Set,1,1
16493,Wheel Brake Cylinder,2,1
16493,Rear - RH,1,1
16493,Rear - LH,1,1
16510,Front Brake pad,1,1
16510,Rear Brake Pad,1,1
16510,Oil Filter,1,1
16510,Air Filter,1,1
16511,Front Brake pad,1,1
16511,Rear Brake Pad,1,1
16511,Oil Filter,1,1
16511,Air Filter,1,1
16525,Rear Tail Lamp - LH,1,1
16560,Rear Tail Lamp - RH,1,1
16496,Front Radiator Grille,1,1
16608,Mirror Assy - RH,1,1
16566,Tie Rod,1,1
16566,Front Brake pad,1,1
16566,Oil Filter,1,1
16566,Air Filter,1,1
16566,Clutch Cable,1,1
16566,Volve Door Packing,1,1
16567,Mirror Assy - RH,1,1
16593,Front Windshield,1,1
16593,Windshield Beeding,1,1
16570,Timing Belt,1,1
16570,Tensioner Assy,1,1
16503,Wheel Brake Cylinder,2,1
16503,Rear - LH,1,1
16503,Rear - RH,1,1
16514,Belt,1,1
16558,Belt,1,1
16497,Oil Filter,1,1
16497,Air Bag,1,1
16497,AC Filter,1,1
16497,Front Brake pad,1,1
16497,Rear Wheel Bearing,1,1
16501,Front Bumper,1,1
16500,Belt,1,1
16530,Power Window Switch,1,1
16506,Front Shock Absorber,1,1
16506,Front Stabilizer Link - LH/RH,1,1
16506,Front Brake pad,1,1
16742,Head Lamp - RH,1,1
16499,Rear Bumper,1,1
16499,Holder,2,1
16499,Rear Bumper Side - RH,1,1
16499,Rear Bumper Side - LH,1,1
16499,Rear Tail Lamp - LH,1,1
16529,Front Bumper,1,1
16529,Front Bumper Bracket - LH,1,1
16529,Front Bumper Bracket - RH,1,1
16529,Front Outer Door Handle - LH,1,1
16529,Front Outer Door Handle - RH,1,1
16529,Rear Outer Door Handle - LH,1,1
16529,Rear Outer Door Handle - RH,1,1
16529,Air Filter,1,1
16529,Oil Filter,1,1
16529,Fender Liner Clip,1,1
16529,Front Fender Lining - RH,1,1
16529,Front Fender Lining - LH,1,1
16512,Air Filter,1,1
16512,Oil Filter,1,1
16502,Power Window Switch,1,1
16502,Oil Filter,1,1
16502,Air Filter,1,1
16502,AC Filter,1,1
16502,Clutch Kit (Disc+Pressure Plate),1,1
16502,Clutch Release Bearing,1,1
16502,Clutch Cable,1,1
16502,Oil Seal,1,1
16522,Front Brake pad,1,1
16522,Front Wiper Arm,1,1
16522,Wheel Nut,1,1
16522,Air Filter,1,1
16569,Turbo Charger,1,1
16579,Tensioner Belt,1,1
16579,Pulley,1,1
16517,Clutch Set (Disc+Pressure Plate+Bearing),1,1
16517,Front Brake pad,1,1
16517,Clutch Release Bearing,1,1
16505,Rear Tail Lamp - LH,1,1
16505,Rear Tail Lamp - RH,1,1
16515,Front Shock Absorber,1,1
16515,Lower Arm Set,1,1
16515,Front Brake pad,1,1
16515,Front Brake Disc,1,1
16515,Balance Rod Bush,1,1
16515,Hose Pipe,1,1
16674,AC Condenser,1,1
16674,Front Bumper,1,1
16674,Radiator Frame,1,1
16674,Air Filter Assy,1,1
